Name;Platform;Global_Sales
Mortal Kombat;X360;21
Borderlands;PS3;209
Devil May Cry 3: Dante's Awakening;PS2;209
Derby Stallion;PS;209
NBA 2K11;X360;209
Finding Nemo;PS2;209
Dying Light;PS4;209
Yokai Watch;3DS;209
Dead Rising;X360;208
World of Warcraft: Cataclysm;PC;208
Tetris Worlds;PS2;208
Final Fantasy III;DS;208
Sim Theme Park;PC;208
Mario Party 5;GC;208
Rock Band;Wii;208
Warcraft: Orcs & Humans;PC;208
Mario & Luigi: Dream Team;3DS;208
Portal 2;X360;208
Mario Sports Mix;Wii;208
Need for Speed: Most Wanted 5-1-0;PSP;207
Spec Ops: Airborne Commando;PS;207
The Sims 2: Pets;DS;207
Dance Dance Revolution: Hottest Party;Wii;207
DriveClub;PS4;207
Yu-Gi-Oh! The Eternal Duelist Soul;GBA;207
UFC 2009 Undisputed;X360;206
Metal Gear Solid: Peace Walker;PSP;206
Kirby's Epic Yarn;Wii;206
Wipeout: The Game;Wii;206
Pokemon Mystery Dungeon: Red/Blue Rescue Team;GBA;206
The Incredibles;GBA;206
R4: Ridge Racer Type 4;PS;206
Kingdom Hearts: Birth by Sleep;PSP;206
Tom Clancy's Splinter Cell: Conviction;X360;206
SoulCalibur II;PS2;206
Need for Speed: ProStreet;X360;205
Sonic Mega Collection;GC;205
Ghostbusters: The Video Game (DS Version);PS3;205
Madden NFL 15;X360;205
Need For Speed: Undercover;PS3;205
Toy Story 3: The Video Game;DS;205
NBA Jam;GEN;205
SOCOM: U.S. Navy SEALs: Combined Assault;PS2;204
Peter Jackson's King Kong: The Official Game of the Movie;PS2;204
Need for Speed: ProStreet;PS3;204
Donkey Kong Country;GBA;204
Dance Central 2;X360;204
PGR4 - Project Gotham Racing 4;X360;204
1080°: TenEighty Snowboarding;N64;203
Carnival Games;DS;203
NBA Live 2004;PS2;203
Call of Duty 2;X360;203
Rayman Raving Rabbids: TV Party;Wii;203
Pokémon Mystery Dungeon: Blue Rescue Team;DS;202
Dark Souls;PS3;202
Just Dance 3;X360;202
Battlefield 4;XOne;202
Fire Emblem: Awakening;3DS;201
Need for Speed: The Run;PS3;201
Just Dance 2015;Wii;201
Dragon Age: Inquisition;PS4;201
Super Street Fighter II;SNES;2
Dead Space;PS3;2
Mortal Kombat vs. DC Universe;PS3;2
TouchMaster;DS;2
Tenchu: Stealth Assassins;PS;199
Tennis;GB;199
Harry Potter and the Chamber of Secrets;GBA;199
Kingdom Hearts 358/2 Days;DS;198
Skate 3;PS3;198
SimCity;SNES;198
Harry Potter and the Chamber of Secrets;PS;198
Need for Speed Rivals;PS4;198
Spyro: Enter the Dragonfly;PS2;197
Devil May Cry 2;PS2;197
E.T.: The Extra Terrestrial;2600;197
Hot Shots Golf: Open Tee;PSP;196
Minecraft;PSV;196
Soccer;NES;196
Rad Racer;NES;196
Forza Horizon;X360;196
Tom Clancy's Rainbow Six: Vegas;X360;195
Crash Nitro Kart;PS2;195
Resident Evil 6;X360;195
Grand Theft Auto: San Andreas;XB;195
Star Wars: Dark Forces;PC;195
NBA Street Vol. 2;PS2;195
Def Jam Vendetta;PS2;194
Kirby Squeak Squad;DS;194
Burnout Paradise;PS3;194
Who wants to be a millionaire;PC;194
Alleyway;GB;194
Scooby Doo and the Cyber Chase;PS;194
The Sims 3;PS3;194
FIFA Soccer 09;X360;194
Dragon Ball Z: Budokai 3;PS2;194
Call of Duty: World at War;Wii;194
Jet Moto 2;PS;194
Tom Clancy's Ghost Recon;PS2;194
BioShock Infinite;X360;193
X-Men Legends;PS2;193
Mortal Kombat II;SNES;193
Virtua Fighter 2;SAT;193
Mortal Kombat vs. DC Universe;X360;193
Destiny: The Taken King;PS4;193
Tetris DX;GB;193
The Legend of Zelda: Oracle of Ages;GB;192
Destiny;X360;192
Red Faction;PS2;192
The Sims: Makin' Magic;PC;192
Mario Party: Island Tour;3DS;192
MX Unleashed;PS2;192
PaRappa The Rapper;PS;192
Guitar Hero: World Tour;PS3;192
Need for Speed: Shift;X360;191
Mario Party 3;N64;191
Diablo III;PS3;191
LittleBigPlanet 3;PS4;191
Star Wars Rogue Leader: Rogue Squadron II;GC;19
Tomb Raider (2013);X360;189
Mario Super Sluggers;Wii;189
Donkey Kong Country Returns;3DS;189
Monopoly;Wii;189
Madden NFL 09;PS3;188
Batman: Arkham Origins;X360;188
Game Party 2;Wii;188
Yu-Gi-Oh! Forbidden Memories;PS;188
Mortal Kombat: Deception;PS2;188
Hot Shots Golf 2;PS;188
Medal of Honor: European Assault (All Region sales);PS2;188
NBA 2K17;PS4;188
Toy Story Mania!;Wii;188
WCW Nitro;PS;188
High School Musical: Sing It!;PS2;187
Star Fox Adventures;GC;187
FIFA 2000;PS;187
Madden NFL 25;PS3;187
Dynasty Warriors 3;PS2;187
The Legend of Zelda: Oracle of Seasons;GB;186
Ratchet & Clank Future: A Crack in Time;PS3;186
Madden NFL 06;XB;186
Shrek 2;PS2;186
Turok 2: Seeds of Evil;N64;186
The Legend of Dragoon;PS;186
SingStar;PS2;186
Star Wars: The Force Unleashed;Wii;186
NBA Live 2002;PS2;186
Just Cause 3;PS4;186
Chrono Cross;PS;186
Jak 3;PS2;185
Kingdom Hearts: Chain of Memories;GBA;185
Pinball;NES;185
Max Payne 3;PS3;185
Gran Turismo Concept 2001 Tokyo;PS2;184
LEGO Marvel Super Heroes;PS3;184
Phineas and Ferb;DS;184
NCAA Football 06;PS2;184
Hey You, Pikachu!;N64;183
Rayman Raving Rabbids 2;Wii;183
2 Games in 1: Sonic Advance & ChuChu Rocket!;GBA;183
Jet Moto;PS;183
Kirby: Triple Deluxe;3DS;183
Secret of Mana;SNES;183
GoldenEye 007 (2010);Wii;183
Sonic Classic Collection;DS;183
Air Combat;PS;183
Diablo III;PS4;182
inFAMOUS 2;PS3;182
World of Warcraft: Mists of Pandaria;PC;182
Sonic & Knuckles;GEN;182
Namco Museum;PS2;182
The Sims: Hot Date;PC;182
Demon's Souls;PS3;182
The Orange Box;X360;182
DDRMAX2: Dance Dance Revolution;PS2;181
Crazy Taxi;DC;181
Virtua Fighter 4;PS2;181
Mafia III;PS4;181
Sly 2: Band of Thieves;PS2;181
Guitar Hero: World Tour;PS2;18
Sonic Advance 2;GBA;18
Madden NFL 07;X360;18
NFL GameDay 2000;PS;18
NBA 2K11;PS3;18
Forza Motorsport 6;XOne;18
The Evil Within;PS4;179
Metroid Prime 3: Corruption;Wii;179
The Legend of Zelda: The Wind Waker;WiiU;179
Disney's The Lion King;SNES;179
Professor Layton and the Mask of Miracle;3DS;179
Midnight Club II;PS2;178
SpongeBob SquarePants: SuperSponge;PS;178
The Getaway: Black Monday;PS2;178
50 Cent: Bulletproof;PS2;177
Final Fantasy II;SNES;177
Kirby 64: The Crystal Shards;N64;177
Dead or Alive 3;XB;177
Dragon Quest Monsters: Joker;DS;176
LEGO Star Wars III: The Clone Wars;Wii;176
High School Musical: Sing It!;Wii;176
Metroid II: Return of Samus;GB;176
WWF Attitude;PS;176
UFC 2009 Undisputed;PS3;176
The SpongeBob SquarePants Movie;PS2;176
Golden Sun;GBA;176
Sonic the Hedgehog 3;GEN;176
Kid Icarus;NES;176
Def Jam: Fight for NY;PS2;176
Tom Clancy's Ghost Recon;XB;176
State of Emergency;PS2;176
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures;GBA;176
The Urbz: Sims in the City;PS2;176
Star Wars: Starfighter;PS2;176
Madden NFL 2000;PS;175
Star Wars: Battlefront;XB;175
Pro Evolution Soccer;PS2;175
Madden NFL 17;PS4;175
Just Cause 2;PS3;175
Disney's Aladdin;SNES;175
Kirby's Adventure;NES;175
Yoshi;NES;175
The Elder Scrolls Online;PS4;175
FIFA Soccer 08;PS3;175
Crackdown;X360;175
Wii Party U;WiiU;175
Dance Dance Revolution X;PS2;175
2 Games in 1: Disney Princess & The Lion King;GBA;175
Kingdom Hearts;PS3;174
Star Wars Episode I: The Phantom Menace;PS;174
Xenosaga Episode I: Der Wille zur Macht;PS2;174
Watch Dogs;PS3;174
Kinect Star Wars;X360;174
Dragon's Dogma;PS3;174
Cruis'n USA;N64;174
Madden NFL 99;PS;174
The Order: 1886;PS4;174
SSX Tricky;PS2;173
Knack;PS4;173
Twisted Metal III;PS;173
Harry Potter and the Sorcerer's Stone;GB;173
Dragon Quest VI: Realms of Revelation;DS;173
Crash Bandicoot: The Huge Adventure;GBA;173
Hitman: Absolution;X360;173
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City;PS2;172
The Crew;PS4;172
Call of Duty: World at War Final Fronts;PS2;172
NBA 2K15;XOne;172
Madden NFL 2005;XB;172
Star Ocean: Till The End of Time;PS2;172
Call of Duty: Modern Warfare 3;PC;172
Dishonored;X360;171
Toy Story 2: Buzz Lightyear to the Rescue!;PS;171
The Beatles: Rock Band;Wii;171
Ace Combat 5: The Unsung War;PS2;171
Need for Speed Underground;XB;171
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS;DS;171
Tetris Worlds;GBA;171
Imagine: Teacher;DS;171
Call of Duty: Black Ops 3;X360;171
Deal or No Deal;DS;17
FIFA Soccer 10;PS2;17
Portal 2;PS3;17
Super Puyo Puyo;SNES;17
NCAA Football 07;PS2;17
The Sims 3: Late Night Expansion Pack;PC;17
No Man's Sky;PS4;17
Ben 10: Protector of Earth;DS;17
Cabela's Big Game Hunter 2010;Wii;169
SOCOM 3: U.S. Navy SEALs;PS2;169
BioShock Infinite;PS3;169
Jampack Winter '99;PS;169
Call of Duty: Black Ops 3;PS3;169
WCW vs. nWo: World Tour;N64;169
WCW/NWO Thunder;PS;169
Harry Potter and the Sorcerer's Stone;GBA;169
Dragon Ball Z: The Legacy of Goku;GBA;169
Cooking Mama 3: Shop & Chop;DS;169
Resident Evil 4;GC;169
Personal Trainer: Math;DS;169
Game Party 3;Wii;168
Need For Speed: Undercover;X360;168
World Championship Poker: Featuring Howard Lederer - All In;PS2;168
NFL GameDay 98;PS;168
Sonic Colors;Wii;168
Saints Row 2;PS3;168
Yoshi's Cookie;GB;168
Time Crisis;PS;168
Sid Meier's Civilization V;PC;168
 Fire Emblem Fates;3DS;168
The Sims: Superstar;PC;168
Metroid Fusion;GBA;168
We Ski;Wii;167
Star Wars Battlefront: Renegade Squadron;PSP;167
SSX 3;PS2;167
Madden NFL 2001;PS;167
Star Wars: Battlefront II;XB;167
Disney's DuckTales;NES;167
Tony Hawk's Pro Skater 3;PS;167
Monsters, Inc.;GBA;167
PGR: Project Gotham Racing 2;XB;167
Dragon Age: Origins;PS3;167
Spy Hunter;PS2;167
NCAA Football 2004;PS2;167
Fight Night Round 3;PS3;167
StarCraft II: Heart of the Swarm;PC;167
SpongeBob SquarePants: Battle for Bikini Bottom;PS2;167
Until Dawn;PS4;166
Big Beach Sports;Wii;166
Street Fighter II': Special Champion Edition;GEN;166
SSX;PS2;166
Shaun White Snowboarding: Road Trip;Wii;166
NBA Ballers;PS2;166
Saints Row IV;X360;166
NBA Live 2003;PS2;166
LEGO Batman 2: DC Super Heroes;X360;166
Dragon Ball Z: Budokai Tenkaichi;PS2;166
Dark Souls III;PS4;165
Ms. Pac-Man;2600;165
Kirby's Return to Dreamland;Wii;165
Mario Party 6;GC;165
Super Scope 6;SNES;165
Star Wars The Clone Wars: Lightsaber Duels;Wii;165
Need for Speed Carbon;X360;165
Heavenly Sword;PS3;165
Dragon Quest V: Tenkuu no Hanayome;PS2;165
MySims;Wii;165
Kirby & the Amazing Mirror;GBA;164
Army of Two;X360;164
Dig Dug;2600;164
Tom Clancy's Rainbow Six;PS;164
Ghosts 'n Goblins;NES;164
Tiger Woods PGA Tour 2003;PS2;164
NBA Live 06 (All region sales);PS2;164
Prince of Persia: Warrior Within;PS2;164
Far Cry 4;XOne;163
ESPN NFL 2K5;XB;163
Beyond: Two Souls;PS3;163
Pikmin;GC;163
Tiger Woods PGA Tour 2004;PS2;163
NBA 2K15;X360;163
Call of Duty: Black Ops;PC;163
Ape Escape;PS;163
NCAA Football 2005;PS2;162
Max Payne 3;X360;162
Viva Pinata;X360;162
Tony Hawk's American Wasteland (Old all region sales);PS2;162
Kinectimals;X360;162
Kirby Air Ride;GC;162
LEGO Marvel Super Heroes;PS4;162
Sled Storm;PS;162
Destiny;PS3;162
Rock Band;PS3;162
Dragon Quest IV: Chapters of the Chosen;DS;162
NFL Street 2;PS2;161
Baseball;GB;161
Yu-Gi-Oh! Duel Monsters;GB;161
Super Mario Strikers;GC;161
Buzz! The Music Quiz;PS2;161
Rage;X360;16
Mario Hoops 3 on 3;DS;16
SpongeBob's Atlantis SquarePantis;DS;16
Dollar Dash;PS2;16
F-1 World Grand Prix;N64;16
River Raid;2600;16
Just Cause 2;X360;16
Silent Hill;PS;16
Sonic Heroes;GC;16
Disney Infinity;Wii;16
ESPN NBA 2K5;PS2;159
Diablo;PC;159
Far Cry 2;X360;159
The Legend of Zelda: Twilight Princess;GC;159
Soul Edge;PS;159
Mario Bros.;2600;159
Pro Evolution Soccer 2008;PS3;159
NASCAR 2000;PS;159
Pokemon Battle Revolution;Wii;158
Kingdom Hearts 3D: Dream Drop Distance;3DS;158
Dance Dance Revolution: Hottest Party 2;Wii;158
SoulCalibur IV;X360;158
Jampack Summer 2K;PS;158
Sonic Generations;PS3;158
Spyro 2: Season of Flame;GBA;158
Mario Party 10;WiiU;158
Devil May Cry 4;PS3;157
Dead Rising 3;XOne;157
Pro Evolution Soccer 2010;PS2;157
NCAA Football 2002;PS2;157
Gears of War: Judgment;X360;157
Watch Dogs;XOne;157
Guitar Hero: On Tour Decades;DS;157
FIFA 16;X360;157
Madden NFL 15;XOne;157
Conflict: Desert Storm;PS2;157
Mario Party 7;GC;157
Dragon Quest V: Hand of the Heavenly Bride;DS;157
High School Musical 3: Senior Year;DS;156
Smuggler's Run;PS2;156
Fight Night Round 3;PS2;156
Need for Speed: Most Wanted;X360;156
Carnival Games: Mini Golf;Wii;156
Donkey Kong Classics;NES;156
Hannah Montana: Music Jam;DS;156
Twisted Metal;PS;156
Final Fight;SNES;156
Pokemon Mystery Dungeon: Explorers of Sky;DS;156
Dragon Quest Monsters 2;GB;156
Pokemon Pinball: Ruby & Sapphire;GBA;156
MySims Kingdom;DS;155
LEGO Pirates of the Caribbean: The Video Game;Wii;155
Stuntman;PS2;155
Tom Clancy's Rainbow Six 3;XB;155
LEGO Harry Potter: Years 1-4;X360;155
007: The World is not Enough;N64;155
Spider-Man 2: Enter: Electro;PS;155
Guitar Hero 5;Wii;155
Command & Conquer: Tiberian Sun;PC;155
Wolfenstein: The New Order;PS4;155
Mafia II;X360;155
Moshi Monsters: Moshling Zoo;DS;154
BioShock 2;PS3;154
Dark Cloud;PS2;154
Warcraft III: The Frozen Throne;PC;154
Active Life: Outdoor Challenge;Wii;154
Tom Clancy's Ghost Recon Advanced Warfighter;X360;154
Ratchet & Clank (2016);PS4;154
MVP Baseball 2005;PS2;154
Die Hard Trilogy;PS;154
Uncharted: Golden Abyss;PSV;153
Go Vacation;Wii;153
Pro Evolution Soccer 2013;PS3;153
Mortal Kombat 3;SNES;153
NFL GameDay 99;PS;153
Dishonored;PS3;153
Mario Golf: Toadstool Tour;GC;153
Tiger Woods 99 PGA Tour Golf;PS;153
Call of Duty: Black Ops II;PC;153
Resident Evil: The Umbrella Chronicles;Wii;152
Knockout Kings;PS;152
The Simpsons Skateboarding;PS2;152
Donkey Kong Country: Tropical Freeze;WiiU;152
NASCAR 98;PS;152
Xevious;NES;152
F1 Race;NES;152
NASCAR 99;PS;152
Final Fantasy XIV: A Realm Reborn;PC;152
NBA Live 2000;PS;152
Fight Night Round 4;PS3;152
Super Monkey Ball 2;GC;152
Pac-Man World 2;PS2;151
Disney Fairies: Tinker Bell;DS;151
MySims Kingdom;Wii;151
Dead Space 2;X360;151
Puzzle & Dragons;3DS;151
Call of Duty: Modern Warfare: Reflex Edition;Wii;151
Mega Man 2;NES;151
Simpsons Wrestling;PS;151
NBA Live 98;PS;151
The Simpsons Game;PS2;151
Monopoly;PS;151
The Simpsons Game;DS;151
Football Manager 2012;PC;151
Ni no Kuni: Wrath of the White Witch;PS3;151
SoulCalibur II;GC;15
Call of Duty 3;PS3;15
Tokyo Xtreme Racer Zero;PS2;15
NFL Blitz;PS;15
Red Faction II;PS2;15
Madden NFL 2001;PS2;15
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki;NES;15
WWF No Mercy;N64;15
Ice Climber;NES;15
Sonic CD;SCD;15
Star Wars: The Force Unleashed II;PS3;15
Pac-Man World;PS;15
Rock Band 2;PS3;149
Final Fantasy: Crystal Chronicles;GC;149
Medal of Honor: Frontline;XB;149
Madden NFL 09;PS2;149
Dead Rising 2;X360;149
Banjo-Tooie;N64;149
Buzz! The BIG Quiz;PS2;149
Mafia II;PS3;149
Batman: Arkham Knight;XOne;149
Doom (2016);PS4;149
Dirge of Cerberus: Final Fantasy VII;PS2;148
WWF WrestleMania 2000;N64;148
Wario Land II;GB;148
Nintendo World Cup;NES;148
Sonic Rivals 2;PSP;148
Bratz: Forever Diamondz;DS;148
Resistance 3;PS3;148
Drawn To Life: SpongeBob SquarePants Edition;DS;148
Disney Sing It: Pop Hits;Wii;148
007: Quantum of Solace;X360;148
Major League Baseball 2K5;PS2;148
Fight Night 2004;PS2;148
LEGO Star Wars III: The Clone Wars;X360;148
Tom Clancy's Splinter Cell: Pandora Tomorrow;XB;148
LEGO City Undercover;3DS;147
Imagine: Master Chef;DS;147
Disney Princess;GBA;147
Mario Golf;N64;147
Call of Duty Black Ops: Declassified;PSV;147
Tom Clancy's Ghost Recon: Future Soldier;X360;147
Fight Night Round 3;X360;147
Xenogears;PS;146
The SpongeBob SquarePants Movie;GBA;146
Super Scribblenauts;DS;146
Midway Arcade Treasures;PS2;146
Triple Play 99;PS;146
Dragon Quest VII: Warriors of Eden;3DS;146
Super Monkey Ball;GC;146
SoulCalibur IV;PS3;146
Donkey Kong;2600;146
Mortal Kombat 4;PS;146
New Play Control! Mario Power Tennis;Wii;146
Mario Superstar Baseball;GC;146
Wall-E;DS;146
WCW vs the World;PS;146
Battlefield: Bad Company;X360;146
Homefront;X360;145
Onimusha 3: Demon Siege;PS2;145
Madden NFL 15;PS3;145
Red Dead Revolver;PS2;145
Resident Evil: Outbreak;PS2;145
Tamagotchi;GB;145
4 Nin uchi Mahjong;NES;145
Dragon Ball Z;SNES;145
Game de Hakken!! Tamagotchi 2;GB;145
Namco Museum 64;N64;145
Mass Effect 2;PS3;145
LEGO Battles: Ninjago;DS;145
Tony Hawk's American Wasteland (Weekly american sales);PS2;145
NBA 2K14;PS4;145
The House of the Dead 2 & 3 Return;Wii;144
SingStar Pop;PS2;144
Kirby Super Star;SNES;144
Sonic & Sega All-Stars Racing;Wii;144
Disney Infinity;X360;144
My Word Coach;DS;144
Tiger Woods PGA Tour 2005;PS2;144
NCAA Football 2003;PS2;144
Star Wars: The Force Unleashed II;X360;143
Frogger 2: Swampy's Revenge;PS;143
WWE SmackDown vs Raw 2008;X360;143
Kinect Joy Ride;X360;143
Smarty Pants;Wii;143
SNK vs. Capcom: The Match of the Millennium;PSP;143
Disney's DuckTales;GB;143
Disney Princess: Magical Jewels;DS;143
Classic NES Series: Super Mario Bros.;GBA;143
Triple Play 2000;PS;143
Anno 2070;PC;143
Hasbro Family Game Night;Wii;143
Sonic Rivals;PSP;142
BioShock;PS3;142
Mass Effect 3;PS3;142
Cabela's Big Game Hunter;PS2;142
NBA Live 06 (Weekly american sales);PS2;142
SimCity (2013);PC;142
The Legend of Zelda: The Minish Cap;GBA;142
NFL Street;PS2;142
Super Metroid;SNES;142
Pro Yakyuu Family Stadium '87;NES;142
Dead Space 2;PS3;142
Tiger Woods PGA Tour 09 All-Play;Wii;142
Metal Gear Rising: Revengeance;PS3;142
Resident Evil (Remake);GC;142
Rayman Raving Rabbids;Wii;142
Dragon Quest Monsters: Joker 2;DS;141
UFC Undisputed 2010;PS3;141
LEGO Star Wars: The Video Game;GC;141
Medal of Honor: Warfighter;PS3;141
Disney's The Lion King;GEN;141
Sonic's Ultimate Genesis Collection;X360;141
Hello Kitty Party;DS;141
The Sims 3;Wii;141
Knockout Kings 2000;PS;141
Gran Turismo 4 Prologue;PS2;141
Diablo III;X360;141
Twisted Metal: Black;PS2;141
NASCAR 2005: Chase for the Cup;PS2;141
Fight Night Round 4;X360;14
Spider-Man: The Movie;XB;14
LEGO Star Wars II: The Original Trilogy;PSP;14
Dead Space;X360;14
Need For Speed: Undercover;PS2;14
2Xtreme;PS;14
LEGO Indiana Jones 2: The Adventure Continues;Wii;14
Ridge Racer;PSP;14
Sonic Advance 3;GBA;14
Final Fantasy III;NES;14
Tomb Raider (2013);PS4;14
Colin McRae Rally 3;PS2;14
Forza Horizon 2;XOne;14
Madden NFL 2002;PS;139
Inazuma Eleven 2;DS;139
NBA Jam;SNES;139
Teenage Mutant Ninja Turtles III: The Manhattan Project;NES;139
Dynasty Warriors 5;PS2;139
Hannah Montana: Spotlight World Tour;Wii;139
Injustice: Gods Among Us;X360;138
Far Cry 2;PS3;138
Yoshi's New Island;3DS;138
LEGO Batman 2: DC Super Heroes;Wii;138
True Crime: Streets of LA;XB;138
Toy Story 3: The Video Game;Wii;138
Bravely Default: Flying Fairy;3DS;138
Ryse: Son of Rome;XOne;138
Mortal Kombat X;XOne;138
Paper Mario;N64;138
Rise of the Tomb Raider;XOne;138
Duke Nukem: Time to Kill;PS;138
Sonic Generations;X360;138
Dave Mirra Freestyle BMX 2;PS2;138
Bakugan: Battle Brawlers;DS;138
LEGO Indiana Jones: The Original Adventures;PS2;137
Deus Ex: Human Revolution;X360;137
A Collection of Activision Classic Games for the Atari 2600;PS;137
Final Fantasy XII: Revenant Wings;DS;137
Call of Duty: Black Ops;Wii;137
Deus Ex: Human Revolution;PS3;137
Star Wars Knights of the Old Republic II: The Sith Lords;XB;137
Pocket Monsters Stadium;N64;137
The Sims 2;PSP;137
Dead Rising 2;PS3;136
Ridge Racer 7;PS3;136
Tom Clancy's Ghost Recon 2;XB;136
Need for Speed: The Run;X360;136
Crash Bandicoot 2: N-Tranced;GBA;136
Titanfall;X360;136
SingStar Abba;PS2;136
Gradius;NES;136
Dragon Quest III: Soshite Densetsu e...;SNES;136
Centipede;2600;136
Dead to Rights;PS2;136
WWE '13;PS3;135
Dance Dance Revolution (Japan);PS;135
Hasbro Family Game Night 2;Wii;135
Madden NFL 98;PS;135
Gardening Mama;DS;135
Burnout Paradise;X360;135
Middle-Earth: Shadow of Mordor;XOne;135
MotorStorm: Pacific Rift;PS3;135
Samurai Warriors;PS2;135
Battlefield 4;PC;135
The Simpsons: Hit & Run;XB;135
Gears of War 4;XOne;135
SaGa Frontier;PS;135
SingStar Party;PS2;135
FIFA Soccer 08;PSP;135
FIFA Soccer 09;PSP;135
Disney Princess: Enchanted Journey;Wii;135
FIFA Soccer 08;X360;135
Test Drive;PS2;134
Devil May Cry 4;X360;134
Tom Clancy's Rainbow Six: Vegas 2;PS3;134
Metroid: Other M;Wii;134
Crysis 2;X360;134
Chrono Trigger;DS;134
Marvel vs. Capcom 3: Fate of Two Worlds;PS3;134
Mortal Kombat 3;GEN;134
Doom 3;XB;134
Tom Clancy's Rainbow Six: Siege;XOne;134
F1 2010;PS3;134
Monster Hunter Freedom;PSP;134
Donkey Kong Jungle Beat;GC;134
Need for Speed Carbon;PS2;134
Lost Planet: Extreme Condition;X360;134
Command & Conquer: Red Alert 2;PC;134
NBA 2K15;PS3;134
Max Payne 2: The Fall of Max Payne;PS2;134
Battlefield: Bad Company;PS3;134
MVP Baseball 2004;PS2;134
Yokai Watch 3;3DS;133
Ratchet & Clank: Up Your Arsenal (Weekly american sales);PS2;133
Alan Wake;X360;133
Spider-Man: The Movie;GBA;133
WWF War Zone;N64;133
Tony Hawk's Pro Skater;GB;133
The Sims: Bustin' Out;GBA;133
Triple Play 2001;PS;133
Metroid Prime 2: Echoes;GC;133
The Elder Scrolls V: Skyrim;PS4;133
Corvette;PS2;133
WWE SmackDown vs Raw 2008;PS3;133
Skylanders SWAP Force;X360;132
Grand Theft Auto: Chinatown Wars;DS;132
UFC Undisputed 2010;X360;132
World of Warcraft: Wrath of the Lich King;PC;132
Gyromite;NES;132
TOCA 2: Touring Cars;PS;132
NFL 2K3;PS2;132
Assassin's Creed III: Liberation;PSV;132
Fighting Force;PS;132
Petz Wild Animals: Dolphinz;DS;132
Mega Man Battle Network 4: Red Sun / Blue Moon;GBA;132
Your Shape: Fitness Evolved;X360;132
Need for Speed Underground Rivals;PSP;132
Madden NFL 97;PS;132
The ICO & Shadow of the Colossus Collection;PS3;131
TNN Motor Sports Hardcore 4x4;PS;131
MAG: Massive Action Game;PS3;131
IHRA Drag Racing 2;PS2;131
Rage;PS3;131
LEGO Harry Potter: Years 1-4;PS3;131
Madagascar;PS2;131
The Witcher 3: Wild Hunt;XOne;131
Rugrats Studio Tour;PS;131
Pitfall II: Lost Caverns;2600;131
Turok: Evolution;PS2;131
[Prototype];X360;131
Burnout 3: Takedown;XB;131
The Beatles: Rock Band;X360;13
Adventure;2600;13
Yu-Gi-Oh! The Sacred Cards;GBA;13
NBA Live 07;PS2;13
Yoshi's Woolly World;WiiU;13
Skylanders Giants;X360;13
SingStar '80s;PS2;13
Romancing SaGa 3;SNES;13
Test Drive 5;PS;13
Tekken 6;X360;13
Assassin's Creed Syndicate;XOne;13
Digimon World;PS;13
Far Cry 4;PS3;129
Pokemon Ranger: Guardian Signs;DS;129
LEGO Batman: The Videogame;PS3;129
Mega Man Battle Network 3 Blue / White Version;GBA;129
Resident Evil Zero;GC;129
High School Musical 3: Senior Year DANCE!;Wii;129
Crysis 2;PS3;129
Pirates of the Caribbean: The Curse of the Black Pearl;GBA;129
